fecha,consumo_electrodomesticos,temperatura_zona_1,humedad_zona_1,temperatura_exterior,presion_atmosferica,humedad_exterior,velocidad_viento,punto_rocio
2016-01-12 11:40:00,60,20.0,45.963333333333296,6.8,743.4333333333329,82.6666666666667,6.3333333333333295,4.06666666666667
2016-01-12 11:50:00,60,20.0,45.723333333333294,6.9,743.466666666667,81.8333333333333,6.66666666666667,4.03333333333333
2016-01-12 12:00:00,60,20.0,45.6633333333333,7.0,743.5,81.0,7.0,4.0
2016-01-12 12:10:00,190,20.033333333333296,45.5,7.0833333333333295,743.5,80.6666666666667,7.0,4.01666666666667
2016-01-12 12:20:00,220,20.1,45.69333333333329,7.16666666666667,743.5,80.3333333333333,7.0,4.03333333333333
2016-01-12 12:30:00,170,20.1,45.4,7.25,743.5,80.0,7.0,4.05
2016-01-12 12:40:00,390,20.1,45.3266666666667,7.3333333333333295,743.5,79.6666666666667,7.0,4.06666666666667
2016-01-12 12:50:00,90,20.1,45.3266666666667,7.416666666666669,743.5,79.3333333333333,7.0,4.0833333333333295
2016-01-12 13:00:00,60,20.1666666666667,46.9933333333333,7.5,743.5,79.0,7.0,4.1
2016-01-12 13:10:00,290,20.1,46.43,7.416666666666669,743.5,79.3333333333333,7.16666666666667,4.06666666666667
2016-01-12 13:20:00,130,20.1,46.03,7.3333333333333295,743.5,79.6666666666667,7.3333333333333295,4.03333333333333
2016-01-12 13:30:00,140,20.066666666666695,45.363333333333294,7.25,743.5,80.0,7.5,4.0
2016-01-12 13:40:00,240,20.0,44.963333333333296,7.16666666666667,743.5,80.3333333333333,7.666666666666669,3.9666666666666694
2016-01-12 13:50:00,50,20.0,44.76,7.0833333333333295,743.5,80.6666666666667,7.8333333333333295,3.9333333333333296
2016-01-12 14:00:00,60,20.0,44.595,7.0,743.5,81.0,8.0,3.9
2016-01-12 14:10:00,60,20.0,44.433333333333294,6.98333333333333,743.5499999999998,80.1666666666667,7.5,3.7333333333333294
2016-01-12 14:20:00,60,20.0,44.26,6.96666666666667,743.6,79.3333333333333,7.0,3.56666666666667
2016-01-12 14:30:00,370,20.0,44.2,6.95,743.65,78.5,6.5,3.4
2016-01-12 14:40:00,200,20.0,44.06,6.93333333333333,743.7,77.6666666666667,6.0,3.2333333333333294
2016-01-12 14:50:00,70,20.0,44.06,6.91666666666667,743.75,76.8333333333333,5.5,3.06666666666667
2016-01-12 15:00:00,50,20.0,44.09,6.9,743.7999999999998,76.0,5.0,2.9
2016-01-12 15:10:00,40,20.0,44.03,6.8,743.8166666666668,77.0,4.8333333333333295,3.0
2016-01-12 15:20:00,40,19.963333333333296,43.9,6.7,743.8333333333329,78.0,4.66666666666667,3.1
2016-01-12 15:30:00,30,19.963333333333296,43.9,6.6,743.85,79.0,4.5,3.2
2016-01-12 15:40:00,30,20.0,43.863333333333294,6.5,743.866666666667,80.0,4.3333333333333295,3.3
2016-01-12 15:50:00,30,20.066666666666695,43.863333333333294,6.4,743.8833333333331,81.0,4.16666666666667,3.4
2016-01-12 16:00:00,30,20.1,43.79,6.3,743.9,82.0,4.0,3.5
2016-01-12 16:10:00,40,20.1,43.73,6.3333333333333295,743.95,80.8333333333333,4.5,3.3
2016-01-12 16:20:00,50,20.1,43.56,6.36666666666667,744.0,79.6666666666667,5.0,3.1
2016-01-12 16:30:00,40,20.1,43.433333333333294,6.4,744.0499999999998,78.5,5.5,2.9
2016-01-12 16:40:00,40,20.1,43.1633333333333,6.43333333333333,744.1,77.3333333333333,6.0,2.7
2016-01-12 16:50:00,40,20.1,43.03,6.46666666666667,744.15,76.1666666666667,6.5,2.5
2016-01-12 17:00:00,60,20.066666666666695,42.83333333333329,6.5,744.2,75.0,7.0,2.3
2016-01-12 17:10:00,60,20.0,42.6725,6.31666666666667,744.283333333333,76.6666666666667,7.0,2.43333333333333
2016-01-12 17:20:00,210,20.0,42.53,6.133333333333329,744.366666666667,78.3333333333333,7.0,2.56666666666667
2016-01-12 17:30:00,380,20.033333333333296,43.4966666666667,5.95,744.45,80.0,7.0,2.7
2016-01-12 17:40:00,370,20.033333333333296,42.963333333333296,5.76666666666667,744.533333333333,81.6666666666667,7.0,2.8333333333333295
2016-01-12 17:50:00,230,20.0,43.16,5.5833333333333295,744.616666666667,83.3333333333333,7.0,2.9666666666666694
2016-01-12 18:00:00,80,20.0,43.9,5.4,744.7,85.0,7.0,3.1
2016-01-12 18:10:00,90,20.0,43.7,5.3,744.75,86.0,6.8333333333333295,3.15
2016-01-12 18:20:00,70,20.0,43.76,5.2,744.7999999999998,87.0,6.66666666666667,3.2
2016-01-12 18:30:00,40,20.033333333333296,44.0,5.1,744.85,88.0,6.5,3.25
2016-01-12 18:40:00,40,20.1,44.26,5.0,744.9,89.0,6.3333333333333295,3.3
2016-01-12 18:50:00,30,20.1,44.2,4.9,744.95,90.0,6.16666666666667,3.35
2016-01-12 19:00:00,50,20.1,44.1266666666667,4.8,745.0,91.0,6.0,3.4
2016-01-12 19:10:00,50,20.1,44.06,4.75,745.033333333333,91.3333333333333,6.16666666666667,3.4
2016-01-12 19:20:00,60,20.1,44.0,4.7,745.0666666666668,91.6666666666667,6.3333333333333295,3.4
2016-01-12 19:30:00,50,20.1,43.9,4.65,745.1,92.0,6.5,3.4
2016-01-12 19:40:00,60,20.1,43.8266666666667,4.6,745.1333333333331,92.3333333333333,6.66666666666667,3.4
2016-01-12 19:50:00,60,20.033333333333296,43.73,4.55,745.1666666666669,92.6666666666667,6.8333333333333295,3.4
2016-01-12 20:00:00,60,20.1,43.73,4.5,745.2,93.0,7.0,3.4
2016-01-12 20:10:00,50,20.066666666666695,43.49,4.53333333333333,745.3166666666668,92.6666666666667,6.8333333333333295,3.4
2016-01-12 20:20:00,50,20.0,43.29,4.56666666666667,745.4333333333329,92.3333333333333,6.66666666666667,3.4
2016-01-12 20:30:00,50,20.0,43.145,4.6,745.5499999999998,92.0,6.5,3.4
2016-01-12 20:40:00,50,20.0,43.06,4.633333333333329,745.6666666666669,91.6666666666667,6.3333333333333295,3.4
2016-01-12 20:50:00,50,19.9266666666667,43.0,4.66666666666667,745.783333333333,91.3333333333333,6.16666666666667,3.4
2016-01-12 21:00:00,60,19.89,42.863333333333294,4.7,745.9,91.0,6.0,3.4
2016-01-12 21:10:00,60,19.89,42.79,4.8,745.95,90.5,6.16666666666667,3.41666666666667
2016-01-12 21:20:00,40,19.89,42.7,4.9,746.0,90.0,6.3333333333333295,3.43333333333333
2016-01-12 21:30:00,30,19.823333333333295,42.6266666666667,5.0,746.0499999999998,89.5,6.5,3.45
2016-01-12 21:40:00,30,19.79,42.59,5.1,746.1,89.0,6.66666666666667,3.4666666666666694
2016-01-12 21:50:00,30,19.79,42.723333333333294,5.2,746.15,88.5,6.8333333333333295,3.4833333333333294
2016-01-12 22:00:00,40,19.76,42.76,5.3,746.2,88.0,7.0,3.5
2016-01-12 22:10:00,50,19.7,42.7,5.3333333333333295,746.266666666667,87.3333333333333,6.8333333333333295,3.4
2016-01-12 22:20:00,50,19.7,42.7,5.36666666666667,746.3333333333329,86.6666666666667,6.66666666666667,3.3
2016-01-12 22:30:00,50,19.6333333333333,42.6266666666667,5.4,746.4,86.0,6.5,3.2
2016-01-12 22:40:00,40,19.6666666666667,43.0,5.43333333333333,746.466666666667,85.3333333333333,6.3333333333333295,3.1
2016-01-12 22:50:00,50,19.6,43.0,5.46666666666667,746.533333333333,84.6666666666667,6.16666666666667,3.0
2016-01-12 23:00:00,40,19.6,43.0,5.5,746.6,84.0,6.0,2.9
2016-01-12 23:10:00,40,19.533333333333296,43.0,5.5833333333333295,746.733333333333,83.3333333333333,6.3333333333333295,2.86666666666667
2016-01-12 23:20:00,40,19.5,43.09,5.66666666666667,746.866666666667,82.6666666666667,6.66666666666667,2.8333333333333295
2016-01-12 23:30:00,40,19.5,43.09,5.75,747.0,82.0,7.0,2.8
2016-01-12 23:40:00,50,19.5,43.145,5.8333333333333295,747.1333333333331,81.3333333333333,7.3333333333333295,2.7666666666666706
2016-01-12 23:50:00,50,19.5,43.2,5.91666666666667,747.266666666667,80.6666666666667,7.666666666666669,2.7333333333333294
2016-01-13 00:00:00,50,19.4266666666667,43.2,6.0,747.4,80.0,8.0,2.7
2016-01-13 00:10:00,30,19.39,43.2,5.883333333333329,747.533333333333,81.3333333333333,8.0,2.8333333333333295
2016-01-13 00:20:00,20,19.39,43.26,5.76666666666667,747.6666666666669,82.6666666666667,8.0,2.9666666666666694
2016-01-13 00:30:00,30,19.39,43.29,5.65,747.7999999999998,84.0,8.0,3.1
2016-01-13 00:40:00,20,19.39,43.363333333333294,5.53333333333333,747.9333333333329,85.3333333333333,8.0,3.2333333333333294
2016-01-13 00:50:00,40,19.39,43.4,5.41666666666667,748.0666666666668,86.6666666666667,8.0,3.36666666666667
2016-01-13 01:00:00,50,19.323333333333295,43.4666666666667,5.3,748.2,88.0,8.0,3.5
2016-01-13 01:10:00,60,19.29,43.5,5.3,748.3166666666668,88.5,8.0,3.56666666666667
2016-01-13 01:20:00,50,19.29,43.56,5.3,748.4333333333329,89.0,8.0,3.6333333333333298
2016-01-13 01:30:00,40,19.29,43.59,5.3,748.5499999999998,89.5,8.0,3.7
2016-01-13 01:40:00,40,19.29,43.59,5.3,748.6666666666669,90.0,8.0,3.7666666666666706
2016-01-13 01:50:00,50,19.29,43.7,5.3,748.783333333333,90.5,8.0,3.8333333333333295
2016-01-13 02:00:00,40,19.29,43.76,5.3,748.9,91.0,8.0,3.9
2016-01-13 02:10:00,40,19.2,43.7,5.3333333333333295,749.0833333333329,90.6666666666667,8.0,3.8833333333333298
2016-01-13 02:20:00,50,19.2,43.76,5.36666666666667,749.266666666667,90.3333333333333,8.0,3.86666666666667
2016-01-13 02:30:00,50,19.2,43.79,5.4,749.45,90.0,8.0,3.85
2016-01-13 02:40:00,50,19.2,43.863333333333294,5.43333333333333,749.6333333333331,89.6666666666667,8.0,3.8333333333333295
2016-01-13 02:50:00,40,19.2,43.9,5.46666666666667,749.8166666666668,89.3333333333333,8.0,3.8166666666666704
2016-01-13 03:00:00,30,19.1,43.933333333333294,5.5,750.0,89.0,8.0,3.8
2016-01-13 03:10:00,20,19.1,44.0,5.48333333333333,750.2,89.0,8.0,3.7833333333333297
2016-01-13 03:20:00,20,19.1,44.0,5.46666666666667,750.4,89.0,8.0,3.7666666666666706
2016-01-13 03:30:00,20,19.1,44.0,5.45,750.6,89.0,8.0,3.75
2016-01-13 03:40:00,50,19.1,44.09,5.43333333333333,750.7999999999998,89.0,8.0,3.7333333333333294
2016-01-13 03:50:00,50,19.1,44.09,5.41666666666667,751.0,89.0,8.0,3.7166666666666694
2016-01-13 04:00:00,50,19.033333333333296,44.03,5.4,751.2,89.0,8.0,3.7
2016-01-13 04:10:00,40,19.033333333333296,44.09,5.36666666666667,751.3166666666668,89.1666666666667,8.0,3.6833333333333296
2016-01-13 04:20:00,40,19.0,44.09,5.3333333333333295,751.4333333333329,89.3333333333333,8.0,3.6666666666666705
2016-01-13 04:30:00,50,19.0,44.09,5.3,751.5499999999998,89.5,8.0,3.65
2016-01-13 04:40:00,40,19.0,44.09,5.26666666666667,751.6666666666669,89.6666666666667,8.0,3.6333333333333298
2016-01-13 04:50:00,50,19.0,44.1633333333333,5.23333333333333,751.783333333333,89.8333333333333,8.0,3.61666666666667
2016-01-13 05:00:00,50,18.963333333333296,44.2,5.2,751.9,90.0,8.0,3.6
2016-01-13 05:10:00,50,18.89,44.2,5.16666666666667,752.0499999999998,90.0,7.8333333333333295,3.56666666666667
2016-01-13 05:20:00,40,18.89,44.2,5.133333333333329,752.2,90.0,7.666666666666669,3.53333333333333
2016-01-13 05:30:00,40,18.89,44.2,5.1,752.35,90.0,7.5,3.5
2016-01-13 05:40:00,50,18.89,44.23,5.06666666666667,752.5,90.0,7.3333333333333295,3.4666666666666694
2016-01-13 05:50:00,20,18.89,44.29,5.03333333333333,752.65,90.0,7.16666666666667,3.43333333333333
2016-01-13 06:00:00,20,18.89,44.29,5.0,752.7999999999998,90.0,7.0,3.4
2016-01-13 06:10:00,50,18.865,44.365,5.01666666666667,752.983333333333,89.8333333333333,6.8333333333333295,3.4
2016-01-13 06:20:00,30,18.79,44.723333333333294,5.03333333333333,753.1666666666669,89.6666666666667,6.66666666666667,3.4
2016-01-13 06:30:00,50,18.89,45.03,5.05,753.35,89.5,6.5,3.4
2016-01-13 06:40:00,50,18.89,45.09,5.06666666666667,753.533333333333,89.3333333333333,6.3333333333333295,3.4
2016-01-13 06:50:00,200,18.89,45.0,5.0833333333333295,753.716666666667,89.1666666666667,6.16666666666667,3.4
2016-01-13 07:00:00,110,18.89,45.0,5.1,753.9,89.0,6.0,3.4
2016-01-13 07:10:00,80,18.79,44.6333333333333,5.0833333333333295,753.966666666667,89.1666666666667,5.8333333333333295,3.4
2016-01-13 07:20:00,50,18.79,44.5,5.06666666666667,754.033333333333,89.3333333333333,5.66666666666667,3.4
2016-01-13 07:30:00,50,18.79,44.59,5.05,754.1,89.5,5.5,3.4
2016-01-13 07:40:00,50,18.79,44.53,5.03333333333333,754.1666666666669,89.6666666666667,5.3333333333333295,3.4
2016-01-13 07:50:00,40,18.79,44.363333333333294,5.01666666666667,754.233333333333,89.8333333333333,5.16666666666667,3.4
2016-01-13 08:00:00,40,18.79,44.23,5.0,754.2999999999998,90.0,5.0,3.4
2016-01-13 08:10:00,30,18.79,44.06,5.0,754.45,89.6666666666667,4.8333333333333295,3.36666666666667
2016-01-13 08:20:00,180,18.79,43.933333333333294,5.0,754.6,89.3333333333333,4.66666666666667,3.3333333333333295
2016-01-13 08:30:00,350,18.79,43.9,5.0,754.75,89.0,4.5,3.3
2016-01-13 08:40:00,350,18.79,43.9,5.0,754.9,88.6666666666667,4.3333333333333295,3.2666666666666706
2016-01-13 08:50:00,300,18.79,44.0,5.0,755.0499999999998,88.3333333333333,4.16666666666667,3.2333333333333294
2016-01-13 09:00:00,400,18.8566666666667,44.06,5.0,755.2,88.0,4.0,3.2
2016-01-13 09:10:00,390,18.89,44.23,5.0,755.3166666666668,88.0,4.16666666666667,3.18333333333333
2016-01-13 09:20:00,290,18.9975,44.3975,5.0,755.4333333333329,88.0,4.3333333333333295,3.16666666666667
2016-01-13 09:30:00,60,19.1,44.5,5.0,755.5499999999998,88.0,4.5,3.15
2016-01-13 09:40:00,70,19.1333333333333,44.5,5.0,755.6666666666669,88.0,4.66666666666667,3.13333333333333
2016-01-13 09:50:00,110,19.2,44.36,5.0,755.783333333333,88.0,4.8333333333333295,3.11666666666667
2016-01-13 10:00:00,90,19.2,44.06,5.0,755.9,88.0,5.0,3.1
2016-01-13 10:10:00,60,19.2,44.06,5.0833333333333295,756.033333333333,86.8333333333333,5.0,2.9833333333333294
2016-01-13 10:20:00,70,19.2,44.09,5.16666666666667,756.1666666666669,85.6666666666667,5.0,2.86666666666667
2016-01-13 10:30:00,80,19.2,44.1633333333333,5.25,756.2999999999998,84.5,5.0,2.75
2016-01-13 10:40:00,60,19.23,44.39,5.3333333333333295,756.4333333333329,83.3333333333333,5.0,2.63333333333333
2016-01-13 10:50:00,40,19.29,44.7966666666667,5.41666666666667,756.5666666666668,82.1666666666667,5.0,2.5166666666666706
2016-01-13 11:00:00,30,19.29,45.1633333333333,5.5,756.7,81.0,5.0,2.4
